8047-13-0 O 62
8065-36-9 O 59
9006-42-2 U 54
10004-44-1 III 44
"10112-91-1 II 34, 65"
"10265-92-6 Ib 24, 65"
10311-84-9 O 60
10380-28-6 U 55
10453-86-8 III 46
10537-47-0 O 61
10552-74-6 U 55
10605-21-7 U 50
12002-03-8 Ib 25
12057-74-8 FM 67
12071-83-9 U 56
12122-67-7 U 58
12407-86-2 O 63
12427-38-2 U 54
12771-68-5 III 41
13067-93-1 O 60
13071-79-9 Ia 22
13121-70-5 II 29
"13171-21-6 Ia 22, 66"
13181-17-4 II 28
13194-48-4 Ia 21
13356-08-6 III 43
13360-45-7 O 59
13457-18-6 II 37
13516-27-3 II 33
13577-71-4 O 61
13593-03-8 II 37
13598-36-2 U 55
13684-56-5 U 51
13684-63-4 U 55
13952-84-6 II 28
14214-32-5 O 60
14255-88-0 O 61
14437-17-3 O 59
14484-64-1 U 52
14491-59-9 O 60
14750-35-4 U 50
14816-18-3 II 36
14816-20-7 O 60
15096-52-3 U 50
15263-53-3 II 28
15299-99-7 U 54
15302-91-7 II 34
15310-01-7 U 49
15457-05-3 U 52
15545-48-9 U 50
15845-66-2 U 53
15879-93-3 II 28
"15972-60-8 II 27, 65"
16118-49-3 U 50
16484-77-8 II 34
16672-87-0 III 43
16752-77-5 Ib 25
16893-85-9 O 62
17029-22-0 O 61
17040-19-6 O 60
17109-49-8 Ib 24
17606-31-4 II 27
"17804-35-2 U 49, 65"
18181-70-9 O 61
18181-80-1 U 50
18467-77-1 U 51
18530-56-8 O 62
18691-97-9 III 45
18854-01-8 Ib 24
19044-88-3 U 55
19408-46-9 U 53
19666-30-9 U 55
19691-80-6 O 59
19937-59-8 III 45
20354-26-1 O 61
20427-59-2 II 29
20859-73-8 FM 67
21087-64-9 II 35
21452-18-6 O 62
21540-35-2 O 61
21548-32-3 O 61
CAS# CLASS PAGE CAS# CLASS PAGE CAS# CLASS PAGE
76 The WHO Recommended Classification of Pesticides by Hazard
21609-90-5 O 61
21725-46-2 II 29
"21908-53-2 Ib 24, 65"
21923-23-9 O 60
22212-55-1 O 59
22224-92-6 Ib 24
22248-79-9 III 47
22259-30-9 Ib 24
22571-07-9 O 62
22781-23-3 II 27
22936-75-0 III 43
23031-36-9 II 36
23103-98-2 II 36
23135-22-0 Ia 21
23184-66-9 III 41
23505-41-1 O 62
23560-59-0 Ib 24
23564-05-8 U 57
23564-06-9 O 62
"23783-98-4 Ia 22, 66"
23947-60-6 U 51
23950-58-5 U 56
24017-47-8 Ib 25
24151-93-7 II 36
24201-58-9 O 60
24353-58-0 O 60
24579-73-5 U 56
24691-76-7 O 62
24691-80-3 U 52
24934-91-6 Ia 21
25057-89-0 II 27
25311-71-1 O 61
25319-90-8 II 34
25366-23-8 II 38
25954-13-6 III 44
26002-80-2 U 55
26087-47-8 II 34
26129-32-8 O 60
26225-79-6 U 51
26259-45-0 O 62
26399-36-0 O 62
26530-20-1 II 36
26644-46-2 U 58
26766-27-8 O 62
27314-13-2 II 35
27355-22-2 U 55
27386-64-7 O 61
27541-88-4 O 62
27605-76-1 III 46
28217-97-2 O 59
28249-77-6 II 38
28434-01-7 U 49
28559-00-4 O 60
28772-56-7 Ia 21
28805-78-9 O 61
29091-05-2 III 43
29091-21-2 U 55
29104-30-1 O 59
29173-31-7 O 61
29232-93-7 II 36
29973-13-5 Ib 24
30043-49-3 O 60
30560-19-1 II 27
30979-48-7 O 61
31218-83-4 Ib 25
31251-03-3 O 61
31848-11-0 O 59
31895-22-4 II 38
32407-99-1 O 62
32534-96-6 O 60
32791-87-0 U 50
32809-16-8 U 55
32861-85-1 O 59
33089-61-1 II 27
33245-39-5 II 32
33629-47-9 II 28
33693-04-8 II 38
33820-53-0 O 61
34014-18-1 II 38
34123-59-6 II 34
34205-21-5 III 43
34256-82-1 III 41
34264-24-9 O 62
34462-96-9 O 61
34643-46-4 II 37
34681-10-2 Ib 23
34681-23-7 Ib 23
35256-85-0 U 57
35367-38-5 III 42
35400-43-2 O 62
35554-44-0 II 33
35575-96-3 II 27
36335-67-8 II 28
36519-00-3 O 62
36614-38-7 O 61
36734-19-7 III 44
36756-79-3 U 57
37248-47-8 U 58
37407-77-5 O 59
37764-25-3 III 42
37893-02-0 III 44
37894-46-5 O 60
37924-13-3 O 62
38260-54-7 O 60
38727-55-8 O 60
39148-24-8 U 53
39196-18-4 Ib 25
39300-45-3 II 31
39515-40-7 II 29
39515-41-8 II 32
39603-48-0 O 59
40487-42-1 II 36
40596-69-8 U 54
40843-25-2 II 30
41083-11-8 II 27
41096-46-2 U 53
41198-08-7 II 36
41295-28-7 O 61
41394-05-2 II 34
41483-43-6 III 41
41814-78-2 II 39
42509-80-8 O 61
42576-02-3 U 49
42588-37-4 O 61
42609-52-9 U 51
42609-73-4 III 45
42874-03-3 U 55
43121-43-3 II 38
43222-48-6 II 30
50471-44-8 U 58
50512-35-1 II 34
50563-36-5 II 30
CAS# CLASS PAGE CAS# CLASS PAGE CAS# CLASS PAGE
"Pesticide active ingredients, which occur in Tables 1–8, in CAS no. order 77"
50594-66-6 II 27
51218-45-2 III 45
51218-49-6 U 55
51235-04-2 II 33
51308-54-4 O 59
51487-69-5 O 60
51630-58-1 II 32
51707-55-2 III 47
52304-36-6 U 51
52315-07-8 II 29
52645-53-1 II 36
52888-80-9 II 37
52918-63-5 II 30
53112-28-0 III 46
53780-34-0 II 34
54406-48-3 III 43
54593-83-8 Ia 21
54864-61-8 O 62
55179-31-2 U 49
55219-65-3 II 38
55283-68-6 U 51
55285-14-8 II 28
55290-64-7 II 30
55335-06-3 II 39
55511-98-3 O 59
55512-33-9 III 46
55634-91-8 III 41
55814-41-0 U 54
55861-78-4 II 34
56073-07-5 Ia 21
56073-10-0 Ia 21
56425-91-3 II 32
57018-04-9 U 57
57052-04-7 O 61
57130-91-3 O 62
57369-32-1 II 37
57375-63-0 O 62
57646-30-7 II 33
57837-19-1 II 34
57966-95-7 II 29
58011-68-0 U 56
58138-08-2 O 63
58667-63-3 O 61
58810-48-3 III 46
59669-26-0 II 38
59756-60-4 U 53
60168-88-9 III 43
60207-31-0 II 27
60207-90-1 II 36
60207-93-4 O 60
60568-05-0 O 61
61213-25-0 III 44
61432-55-1 II 30
62610-77-9 II 35
62850-32-2 II 32
62865-36-5 U 51
62924-70-3 U 52
63278-33-1 O 60
63284-71-9 II 35
63333-35-7 Ia 21
63935-38-6 U 51
64249-01-0 II 27
64491-92-5 O 61
64628-44-0 U 57
64902-72-3 U 50
65907-30-4 Ib 24
65934-95-4 O 61
66063-05-6 U 55
66215-27-8 III 42
66230-04-4 II 31
66246-88-6 III 46
66332-96-5 U 53
66441-23-4 III 43
66841-25-6 II 38
66952-49-6 II 35
67129-08-2 III 45
67306-00-7 II 32
67375-30-8 II 29
67485-29-4 II 33
67564-91-4 III 43
67747-09-5 II 36
68038-71-1 III 41
68085-85-8 II 29
68228-20-6 O 62
68359-37-5 Ib 23
68505-69-1 III 41
69309-47-3 O 62
69327-76-0 III 41
69335-91-7 O 61
69377-81-7 U 53
69409-94-5 II 33
69581-33-5 O 60
69806-34-4 II 33
70124-77-5 Ib 24
70193-21-4 O 63
71048-99-2 II 27
71283-80-2 III 43
71422-67-8 U 50
71561-11-0 II 37
71626-11-4 III 41
71751-41-2 Ib 23
72178-02-0 II 33
72490-01-8 U 52
72963-72-5 II 33
73250-68-7 U 54
73886-28-9 O 61
74051-80-2 III 47
74070-46-5 U 49
74115-24-5 III 42
74223-56-6 U 57
74223-64-6 U 54
74712-19-9 U 50
74738-17-3 U 52
74782-23-3 U 55
75736-33-3 O 60
76578-12-6 II 37
76608-88-3 O 62
76674-21-0 II 33
76738-62-0 II 36
77182-82-2 II 33
77458-01-6 II 37
77501-60-1 II 32
77732-09-3 II 36
78587-05-0 U 53
79241-46-6 III 44
79277-27-3 U 57
79538-32-2 Ib 25
79983-71-4 III 44
80060-09-9 III 42
80844-07-1 U 52
81334-34-1 U 53
81335-37-7 U 53
CAS# CLASS PAGE CAS# CLASS PAGE CAS# CLASS PAGE
78 The WHO Recommended Classification of Pesticides by Hazard
81335-77-5 U 53
81405-85-8 U 53
81412-43-3 II 39
81777-89-1 II 29
82097-50-5 U 57
82211-24-3 U 53
82558-50-7 U 53
82560-54-1 II 27
82657-04-3 II 27
83055-99-6 U 49
83121-18-0 U 57
83130-01-2 II 27
83164-33-4 III 42
83657-22-1 II 39
83657-24-3 II 31
83733-82-8 O 61
84087-01-4 III 46
84332-86-5 III 42
84496-56-0 U 50
85509-19-9 II 32
85785-20-2 III 43
86479-06-3 U 53
86598-92-7 U 53
87130-20-9 U 51
87310-56-3 O 59
87674-68-8 II 31
87757-18-4 O 61
87818-31-3 III 42
87820-88-0 II 38
88283-41-4 III 46
88485-37-4 II 33
88671-89-0 II 35
89269-64-7 II 32
90035-08-8 Ia 21
90134-59-1 III 44
90717-03-6 U 56
91465-08-6 II 29
94361-06-5 II 30
94593-91-6 U 50
95266-40-3 III 47
95465-99-9 Ib 23
95721-12-3 O 61
95737-68-1 U 56
96182-53-5 Ia 22
96489-71-3 II 37
97886-45-8 U 51
98389-04-9 U 56
98730-04-2 U 49
98967-40-9 U 52
99283-00-8 III 42
99387-89-0 II 39
101007-06-1 U 49
101205-02-1 III 42
101463-69-8 III 44
102851-06-9 III 44
103055-07-8 III 45
103112-36-3 U 52
103361-09-7 III 44
104030-54-8 U 50
104040-78-0 III 44
104098-48-8 III 44
104206-82-8 III 45
104653-34-1 Ia 21
105024-66-6 U 56
106040-48-6 U 57
107534-96-3 II 38
108173-90-6 II 33
110235-47-7 U 54
110488-70-5 III 43
111479-05-1 U 56
111988-49-9 II 38
111991-09-4 U 55
112143-82-5 II 39
112226-61-6 III 44
112281-77-3 II 38
112410-23-8 U 57
112839-32-4 O 61
113036-87-6 U 55
113036-88-7 U 52
114311-32-9 III 44
114369-43-6 III 43
116170-30-0 O 62
116255-48-2 II 28
116714-46-6 U 55
117428-22-5 III 46
118134-30-8 II 37
118712-89-3 U 57
119168-77-3 II 38
119446-68-3 II 30
119738-06-6 II 37
120068-37-3 II 32
120116-88-3 U 51
120162-55-2 U 49
120928-09-8 II 31
121451-02-3 U 55
122008-85-9 U 51
122453-73-0 II 28
122931-48-0 U 56
123312-89-0 III 46
123343-16-8 III 46
124495-18-7 U 56
125116-23-6 II 35
125401-75-4 III 41
126535-15-7 U 57
126833-17-8 U 52
130000-40-7 U 57
131341-86-1 U 52
131807-57-3 U 52
131860-33-8 U 49
131983-72-7 III 47
134098-61-6 II 32
135410-20-7 II 27
136191-56-5 U 56
136849-15-5 U 51
138164-12-2 II 28
138261-41-3 II 33
139528-85-1 U 54
139968-49-3 U 54
140923-17-7 U 53
141112-29-0 III 45
141517-21-7 U 57
142459-58-3 II 32
143390-89-0 III 45
144740-54-5 U 52
145701-21-9 U 51
145701-23-1 U 52
148477-71-8 III 47
149253-65-6 U 53
149877-41-8 U 49
150114-71-9 U 49
150824-47-8 II 35
153233-91-1 III 43
CAS# CLASS PAGE CAS# CLASS PAGE CAS# CLASS PAGE
"Pesticide active ingredients, which occur in Tables 1–8, in CAS no. order 79"
153719-23-4 II 38
155569-91-8 II 31
156052-68-5 U 58
158062-67-0 II 32
161050-58-4 U 54
161326-34-7 III 43
165252-70-0 III 43
168316-95-8 III 47
173584-44-6 II 33
173662-97-0 III 45
178928-70-6 U 56
181274-17-9 U 52
181587-01-9 U 51
183675-82-3 III 46
187166-40-1 U 56
188425-85-6 U 49
203313-25-1 III 47
210880-92-5 II 29
219714-96-2 U 55
220899-03-6 U 54
239110-15-7 U 52
240494-70-6 III 45
240494-71-7 II 35
243973-20-8 III 46
260359-57-7 II 28
272451-65-7 III 44
318290-98-1 II 32
330459-31-9 U 57
348635-87-0 U 49
352010-68-5 U 49
372137-35-4 III 47
374726-62-2 U 54
400882-07-7 III 42
422556-08-9 III 46
473798-59-3 III 44
500008-45-7 U 50
517875-34-2 III 43
658066-35-4 III 44
688046-61-9 III 46
736994-63-1 U 50
858956-08-8 U 49
865318-97-4 III 41
874967-67-6 U 56
881685-58-1 II 34
907204-31-3 III 44
946578-00-3 II 38
951659-40-8 II 32
958647-10-4 III 44
1031756-98-5 III 42
1072957-71-1 II 27
1228284-64-7 U 56
1263133-33-0 III 47
1315501-18-8 II 29
1820573-27-0 Ib 23
CAS# CLASS PAGE CAS# CLASS PAGE
80 The WHO Recommended Classification of Pesticides by Hazard
INDEX. Classification of pesticide active ingredients 81
INDEX. CLASSIFICATION OF
PESTICIDE ACTIVE INGREDIENTS
Ia = Extremely hazardous; Ib = Highly hazardous; II =Moderately hazardous;
III = Slightly hazardous; U = Unlikely to present acute hazard in normal use;
"FM =Fumigant, not classified; O = Obsolete as pesticide, not classified."
Abamectin lb 23
Acephate II 27
Acetamiprid II 27
Acetochlor III 41
Acifluorfen II 27
Aclonifen U 49
Acrinathrin U 49
Acrolein lb 23
Acrylonitrile FM 67
"Alachlor II 27, 65"
Alanycarb II 27
"Aldicarb la 21, 65"
Aldoxycarb O 59
"Aldrin O 59, 65"
Allethrin II 27
Allidochlor II 27
Alloxydim III 41
Allyl alcohol lb 23
Allyxycarb O 59
"Alpha-chlorohydrin,"
"see 3-Chloro-1,2-propanediol Ib 23"
Alpha-cypermethrin II 29
Aluminium phosphide FM 67
Ametoctradin III 41
Ametryn II 27
Amidithion O 59
Aminocarb O 59
Aminocyclopyrachlor U 49
Aminopyralid U 49
Amisulbrom U 49
Amitraz II 27
Amitrole U 49
Ammonium sulfamate III 41
Ancymidol III 41
Anilazine III 41
Anilofos II 27
Anthraquinone U 49
ANTU O 59
Aramite O 59
Arsenous oxide O 59
Asulam III 41
Athidathion O 59
Atraton O 59
Atrazine III 41
Azaconazole II 27
Azamethiphos II 27
Azimsulfuron U 49
Azinphos-ethyl lb 23
"Azinphos-methyl lb 23, 65"
Aziprotryne O 59
Azocyclotin II 27
Azothoate O 59
Azoxystrobin U 49
Bacillus thuringiensis (Bt) III 41
Barban II 27
Barium carbonate O 59
Benalaxyl III 41
Benazolin III 41
Bendiocarb II 27
Benfluralin U 49
Benfuracarb II 27
Benfuresate III 41
Benodanil U 49
"Benomyl U 49, 65"
COMMON NAME CLASS PAGE COMMON NAME CLASS PAGE
82 The WHO Recommended Classification of Pesticides by Hazard
Benoxacor U 49
Benquinox O 59
Bensulfuron-methyl U 49
Bensulide II 27
Bensultap II 27
Bentazone II 27
Benzovindiflupyr lI 27
Benzoximate O 59
Benzoylprop-ethyl O 59
Benzthiazuron O 59
Beta-cyfluthrin lb 23
"BHC, see HCH II 33, 65"
Bicyclopyrone U 49
Bifenazate U 49
Bifenox U 49
Bifenthrin II 27
Bilanafos II 27
"Binapacryl O 59, 65"
Bioallethrin II 28
Bioresmethrin U 49
Biphenyl III 41
Bispyribac III 41
Bisthiosemi O 59
"Bis(tributyltin) oxide II 28, 66"
Bitertanol U 49
Blasticidin-S lb 23
Borax III 41
Boscalid U 49
Brodifacoum la 21
Bromacil U 50
Bromadiolone la 21
Bromethalin la 21
Bromobutide U 50
Bromocyclen O 59
Bromofenoxim II 28
Bromophos-ethyl lb 23
Bromophos II 28
Bromopropylate U 50
Bromoxynil II 28
Bromuconazole II 28
Bronopol II 28
Bufencarb O 59
Bupirimate III 41
Buprofezin III 41
Butacarb O 59
Butachlor III 41
Butamifos II 28
Butenachlor O 59
Buthidazole O 59
Buthiobate O 59
Butocarboxim lb 23
Butonate O 59
Butopyronoxyl O 59
Butoxycarboxim lb 23
Butralin II 28
Butroxydim II 28
Buturon O 59
Butylamine II 28
Butylate III 41
"Cacodylic acid, see Dimethylarsinic acid II 31"
Cadusafos lb 23
Calcium arsenate lb 23
Calcium cyanamide O 59
Calcium cyanide la 21
"Camphechlor O 59, 65"
"Captafol la 21, 65"
Captan U 50
Carbamorph O 59
Carbanolate O 59
Carbaryl II 28
Carbendazim U 50
Carbetamide U 50
"Carbofos, see Malathion III 45"
"Carbofuran lb 23, 65"
Carbon disulfide O 59
Carbophenothion O 59
Carbosulfan II 28
Carboxin III 41
Carpropamid U 50
Cartap II 28
Chinomethionat III 41
Chlomethoxyfen O 59
Chloralose II 28
Chloramben O 59
Chloranil O 59
Chloranocryl O 59
COMMON NAME CLASS PAGE COMMON NAME CLASS PAGE

INDEX. Classification of pesticide active ingredients 83
Chloransulam methyl U 50
Chlorantraniliprole U 50
Chlorbenside O 59
Chlorbicyclen O 59
Chlorbormuron O 59
Chlorbufam O 59
Chlordane II 28
Chlordecone O 59
"Chlordimeform O 59, 65"
Chlorethoxyfos la 21
Chlorfenac II 28
Chlorfenapyr II 28
Chlorfenethol O 59
Chlorfenprop-methyl O 59
Chlorfenson O 59
Chlorfensulfide O 59
Chlorfenvinphos lb 23
Chlorfluazuron U 50
Chlorflurenol U 50
Chloridazon III 41
Chlorimuron III 42
Chlormebuform O 59
Chlormephos la 21
Chlormequat chloride II 28
Chlormethiuron O 59
Chlornitrofen O 59
Chloroacetic acid II 28
"Chlorobenzilate O 59, 65"
Chloroneb U 50
Chlorophacinone la 21
Chloropicrin FM 67
"3-Chloro-1,2-propanediol lb 23"
Chloropropylate O 60
Chlorothalonil U 50
Chlorotoluron U 50
Chloroxuron III 42
Chlorphonium chloride II 29
Chlorphoxim O 60
Chlorpropham U 50
Chlorpyrifos II 29
Chlorpyrifos methyl III 42
Chlorquinox O 60
Chlorsulfuron U 50
Chlorthal-dimethyl III 42
Chlorthiamid II 29
Chlorthiophos O 60
Chlozolinate III 42
Cinmethylin III 42
Cinosulfuron U 50
Cloethocarb O 60
Clofentezine III 42
Clofop O 60
Clomazone II 29
Clomeprop U 50
Clopyralid III 42
Clothianidin II 29
Cloxyfonac U 50
Copper hydroxide II 29
Copper oxychloride II 29
Copper sulfate II 29
Coumachlor O 60
Coumaphos lb 23
Coumatetralyl lb 23
4-CPA II 29
Credazine O 60
Crimidine O 60
Crotoxyphos O 60
Crufomate O 60
Cryolite U 50
Cuprous oxide II 29
Cyanazine II 29
Cyanofenphos O 60
Cyanophos II 29
Cyanthoate O 60
Cyantraniliprole U 50
Cyazofamid U 51
Cyclaniliprole III 42
